READING_ID,EQUIPMENT_ID,READING_TIMESTAMP,LATITUDE,LONGITUDE,ENGINE_HOURS,FUEL_LEVEL_PCT,BATTERY_VOLTAGE,IS_RUNNING,SPEED_MPH,AMBIENT_TEMP_F,FAULT_CODE,FAULT_DESCRIPTION,_SOURCE_TABLE,_ROW_HASH,_LOADED_AT,_SOURCE_SYSTEM,_IS_CURRENT,_VALID_FROM,_VALID_TO
TL-0050043,EQ-011300,2026-03-08T00:58:52.368519,38.651105,-121.539748,8707.4,97.2,12.9,FALSE,0.0,89.0,,,UR_TELEMATICS,528e7343ebd9afc36b8e78ff75f49d062a4ded11a1c5f6af3c399c64dca79eaa,2026-03-20T07:54:08.587202,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.587203,9999-12-31T00:00:00
TL-0050044,EQ-014490,2026-02-21T07:55:50.388795,40.282117,-79.953651,11748.3,12.9,12.2,FALSE,0.0,55.6,,,UR_TELEMATICS,c5e68c9ee52fe0b6eea5ff7caa6d9ff78f57dc93c43a0fd52da13257c40ec8a9,2026-03-20T07:54:08.587216,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.587217,9999-12-31T00:00:00
TL-0050045,EQ-012573,2026-02-27T18:01:40.715449,37.764999,-122.411453,2997.4,50.2,13.8,FALSE,0.0,57.2,,,UR_TELEMATICS,60b891e1d8d8b66da207d2a0448db80c3bbce49c84a4a9e7937d1ac068474b45,2026-03-20T07:54:08.587230,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.587230,9999-12-31T00:00:00
TL-0050046,EQ-011704,2026-02-21T18:24:52.140122,36.225117,-115.21644,6421.7,82.0,12.5,FALSE,0.0,67.1,,,UR_TELEMATICS,a50740d28c7a3dbafd5f6f2f59528921dfb0a231a1de64a69b5e7625203c28ca,2026-03-20T07:54:08.587244,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.587244,9999-12-31T00:00:00
TL-0050047,EQ-013809,2026-02-21T16:44:07.335323,40.719626,-73.986357,11746.2,85.3,11.6,FALSE,0.0,81.2,,,UR_TELEMATICS,d598f20ca216f12de99173ec910016e9b6aaf5312ecf2a05a87dbab8bd1fabe3,2026-03-20T07:54:08.587258,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.587259,9999-12-31T00:00:00
TL-0050048,EQ-014665,2026-02-25T21:52:01.651844,41.886564,-87.620786,9788.5,30.9,12.9,FALSE,0.0,95.0,E008,Transmission fault,UR_TELEMATICS,8dd8d53f1141b552d92c898a03e633ec3b3357b572ba2fc9eaa761046c4f0c6a,2026-03-20T07:54:08.587272,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.587272,9999-12-31T00:00:00
TL-0050049,EQ-012252,2026-03-16T09:30:29.253548,44.905866,-93.340567,13804.0,90.0,12.9,FALSE,0.0,72.7,,,UR_TELEMATICS,de321afe45ed010fea09ed354bd5b94b08e89ae3a516b7064fd5a7fb4e74f33c,2026-03-20T07:54:08.587286,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.587287,9999-12-31T00:00:00
TL-0050050,EQ-014118,2026-02-24T18:16:55.636944,39.707405,-105.048862,11071.4,70.5,13.4,TRUE,14.8,82.0,E007,Engine RPM out of range,UR_TELEMATICS,91711231178e65076e31c5011b793b4acec1c9f42ab8089efa57fa12c1833d75,2026-03-20T07:54:08.587300,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.587301,9999-12-31T00:00:00
TL-0050051,EQ-014108,2026-03-19T20:07:23.699040,35.747133,-78.627728,7518.5,51.1,12.4,FALSE,0.0,104.5,,,UR_TELEMATICS,6992517dffff1cefd4f294afd26c13947143afb618bb93bac55be3767c4935a2,2026-03-20T07:54:08.587314,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.587315,9999-12-31T00:00:00
TL-0050052,EQ-013957,2026-03-19T16:43:19.873081,42.270155,-71.177759,12988.0,21.4,11.6,TRUE,8.7,27.7,,,UR_TELEMATICS,69a6299c46c7f2eb9f524a877a82b6b4faceafacbca58a5bbb2900eb34c2e1ef,2026-03-20T07:54:08.587328,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.587328,9999-12-31T00:00:00
TL-0050053,EQ-013883,2026-03-03T19:30:13.766654,39.288951,-76.601579,7711.2,69.3,12.5,FALSE,0.0,75.8,,,UR_TELEMATICS,e1090e9fdad1614b6bd78f2b1f6f0272fa9e0ff0970ed69e1aae3ff020ad292f,2026-03-20T07:54:08.587341,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.587342,9999-12-31T00:00:00
TL-0050054,EQ-010452,2026-03-15T23:45:59.266962,32.774113,-96.796212,13590.2,88.6,11.7,TRUE,2.6,76.9,,,UR_TELEMATICS,b2c52e9fe3bea890eb82d1ba9f8868965589eb5e748e6ea9eff2c6106ab75710,2026-03-20T07:54:08.587355,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.587356,9999-12-31T00:00:00
TL-0050055,EQ-010406,2026-02-24T13:49:35.629199,40.652534,-74.08226,10452.8,61.9,12.6,TRUE,1.5,92.0,,,UR_TELEMATICS,8928ffa7c8154e18b4aec334f1a6c3556dc48dcb3b6d8e3e67e4d176b5acadc1,2026-03-20T07:54:08.587372,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.587373,9999-12-31T00:00:00
TL-0050056,EQ-014417,2026-03-14T13:23:02.894595,40.412116,-80.016531,14856.1,43.8,12.3,TRUE,0.6,73.6,E003,Battery voltage low,UR_TELEMATICS,53690b2385d41c018e2456f3082daf25daf00e0752a1b0f1127909464da82eef,2026-03-20T07:54:08.587386,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.587387,9999-12-31T00:00:00
TL-0050057,EQ-011398,2026-02-19T11:26:15.002583,36.170371,-96.013506,14341.1,33.0,13.0,FALSE,0.0,104.6,,,UR_TELEMATICS,bb7e0a708c5e6dcfaa8ab474af121c118e0d89903e1a902813523071d75a88db,2026-03-20T07:54:08.587401,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.587401,9999-12-31T00:00:00
TL-0050058,EQ-014482,2026-03-15T09:33:24.807981,40.721363,-73.977983,14815.0,97.8,13.6,FALSE,0.0,22.9,,,UR_TELEMATICS,bc9ec8993b9a7e9cf9c63bf09b2155559e72c98d78899a863beed892b6ae8a04,2026-03-20T07:54:08.587414,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.587415,9999-12-31T00:00:00
TL-0050059,EQ-014794,2026-03-09T10:35:25.526374,42.354068,-70.961901,4478.3,52.3,13.8,FALSE,0.0,80.3,E010,Safety interlock triggered,UR_TELEMATICS,e86ad7c3c2983b2bc4eec8bc87b4c44faa41a07cc79f4c46eaa928e200f0966c,2026-03-20T07:54:08.587428,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.587429,9999-12-31T00:00:00
TL-0050060,EQ-010151,2026-03-13T19:06:17.409451,36.218372,-115.113467,1618.1,62.9,11.5,TRUE,0.1,80.8,E001,Low oil pressure,UR_TELEMATICS,3f840b54b6039c136d5c66afe3b9745b020d59b544aabafd567fb5eb1e2223ee,2026-03-20T07:54:08.587442,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.587442,9999-12-31T00:00:00
TL-0050061,EQ-013854,2026-02-27T18:13:26.271981,35.223106,-80.852099,8529.9,26.4,12.5,FALSE,0.0,69.3,E007,Engine RPM out of range,UR_TELEMATICS,254ab2dfd6a9a21406702acc00a9a0e0c09c7abf20647dabf2edf51796b1b9f0,2026-03-20T07:54:08.587456,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.587457,9999-12-31T00:00:00
TL-0050062,EQ-011369,2026-03-11T21:21:30.168742,39.867737,-75.161872,3655.6,19.4,13.6,TRUE,5.3,86.4,,,UR_TELEMATICS,6f114b5409207ffcc485e4bd944c3e4aee9964e264ddea3a4bb0e6e287404c81,2026-03-20T07:54:08.587470,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.587471,9999-12-31T00:00:00
TL-0050063,EQ-012298,2026-02-25T21:28:11.825611,32.647517,-96.876269,12842.2,83.6,14.2,FALSE,0.0,95.0,,,UR_TELEMATICS,9a343c9100f3099d640f26584e704aebc2ab445122c295e1f5a5caa7d6076bed,2026-03-20T07:54:08.587483,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.587484,9999-12-31T00:00:00
TL-0050064,EQ-010316,2026-03-13T20:55:14.973480,38.561109,-121.472172,4651.2,81.7,13.5,FALSE,0.0,59.8,,,UR_TELEMATICS,bc2cf1702cab5219a51dbb83aed78268eb966c0c6b4988bde7131fc95413e860,2026-03-20T07:54:08.587496,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.587497,9999-12-31T00:00:00
TL-0050065,EQ-011044,2026-03-17T04:35:30.167811,36.175141,-86.803414,2861.1,68.4,13.5,FALSE,0.0,54.4,,,UR_TELEMATICS,cf143064dc0199168f7d824351522356a1b3c79bbce3ce598c2cc929fe4cdae5,2026-03-20T07:54:08.587510,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.587511,9999-12-31T00:00:00
TL-0050066,EQ-011946,2026-02-20T21:48:19.616564,39.728166,-105.001827,5996.3,67.9,13.0,FALSE,0.0,57.3,,,UR_TELEMATICS,7112e71435436ecf6e07391b425ec210bb91620807c32e3b529dcd56fcf6f76c,2026-03-20T07:54:08.587524,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.587524,9999-12-31T00:00:00
TL-0050067,EQ-011124,2026-02-20T07:58:25.121670,27.875942,-82.467426,6073.1,87.6,13.7,TRUE,4.3,94.0,,,UR_TELEMATICS,5ba5428be434373fb23cc50d67d8ae3aa2f2516a07e5b356c0fccb7d8e4d8985,2026-03-20T07:54:08.587537,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.587538,9999-12-31T00:00:00
TL-0050068,EQ-012863,2026-03-07T14:23:31.415274,37.573066,-77.405466,6360.7,73.4,13.1,FALSE,0.0,81.9,E009,Boom sensor malfunction,UR_TELEMATICS,5c22021238b50d97a262c8eda60a410e76bb0f931974a791fdc18e4d3bc04450,2026-03-20T07:54:08.587550,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.587551,9999-12-31T00:00:00
TL-0050069,EQ-010227,2026-02-25T08:09:16.176523,39.280512,-76.606751,6631.6,42.7,13.5,FALSE,0.0,50.5,,,UR_TELEMATICS,9b9e6db6429d80cdcf80b137161f6ec5c3f4ace1404548ec36bd95327d9c4e44,2026-03-20T07:54:08.587563,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.587563,9999-12-31T00:00:00
TL-0050070,EQ-010057,2026-03-04T21:34:41.695292,35.253022,-80.855452,4732.3,58.3,14.4,TRUE,6.6,48.6,,,UR_TELEMATICS,c62b7f43a90f1b01f781bbb6410752e7fa54d8f3b312c571c86bd95e989f1da3,2026-03-20T07:54:08.587580,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.587580,9999-12-31T00:00:00
